"state";"district";"month";"1st";"2nd";"3rd";"4th";"5th";"6th";"7th";"8th";"9th";"10th";"11th";"12th";"13th";"14th";"15th";"16th";"17th";"18th";"19th";"20th";"21st";"22nd";"23rd";"24th";"25th";"26th";"27th";"28th";"29th";"30th";"31st"
"Andhra Pradesh";"Y.S.R.";1;4.789;0.61002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0200561;0.0;2.22432;4.35424;5.31852;0.259968;0.15192;0.231334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.738672;0.253919;0.107911;0.0;0.0;0.0
"Arunachal Pradesh";"Anjaw";1;0.0;0.0;0.0;0.0372551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060306;39.2028;8.01221;0.0;0.0;0.0;0.0;0.0;0.0;0.0791563;0.0;0.0;0.0;0.04283;0.0;3.02197;7.90457;3.2709;0.0;0.0
"Arunachal Pradesh";"Changlang";1;0.0;0.0;0.0;0.0234118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.952591;26.8176;5.74738;0.0;0.0;0.0;0.0;0.0;0.0;1.48902;0.0;0.0;0.0;0.77748;0.0928306;1.47499;7.05434;1.4735;0.0;0.0
"Arunachal Pradesh";"Dibang Valley";1;0.0;0.0;0.0;1.2452;0.0;0.0;0.0;0.0;0.0;0.0;0.01482;1.61296;17.8786;3.2805;0.0;0.0;0.0;0.0;0.0;0.0;0.00472865;0.00115214;0.0;2.12e-05;0.0264318;0.0989782;36.5519;9.4612;5.09516;0.0;0.0
"Arunachal Pradesh";"East Kameng";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6132;6.64312;0.334186;0.0170474;0.0;0.0;0.0;0.0;0.0;0.156689;2.84095;1.2441;0.0;0.0;3.63799;2.36553;1.66383;0.0;0.0;0.0
"Arunachal Pradesh";"East Siang";1;0.0;0.0;0.0;8.48323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.07561;25.5645;3.15884;0.0;0.0;0.0;0.0;0.0;0.0;0.074289;0.0558737;0.0;0.0404216;0.166635;1.59043;13.5977;9.6034;0.0;0.0;0.0
"Arunachal Pradesh";"Kamle";1;0.10395;0.0;0.0;0.139755;0.198322;0.0;0.0;0.0;0.0;0.0;0.0;2.16524;5.27309;1.47296;0.0396202;0.0;0.0;0.0;0.0;0.0;0.442228;0.00990499;0.317502;0.888747;0.10395;11.5333;2.07541;6.9835;0.0;0.0;0.0
"Arunachal Pradesh";"Kra Daadi";1;0.00115466;0.0;0.0;0.00115466;0.00560874;0.0;0.0;0.0;0.0;0.0;2.89e-05;0.210103;5.02298;5.13686;0.508085;0.0;0.0;0.0;0.0;0.0;1.14353;0.0782651;0.0146897;0.122931;0.00115466;9.99746;2.23436;5.94749;1.44e-05;0.0;0.0
"Arunachal Pradesh";"Kurung Kumey";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33578;5.42372;4.84616;0.476754;0.0;0.0;0.0;0.0;0.0;0.920265;0.498545;0.215561;0.037619;0.0;9.35319;2.43907;4.85432;0.0;0.0;0.0
"Arunachal Pradesh";"Leparada";1;0.0703372;0.0;0.0;0.155365;0.140425;0.0;0.0;0.0;0.0;0.0;0.0;1.97046;9.99559;1.99266;0.0;0.0;0.0;0.0;0.0;0.0;0.0226482;0.0;0.261619;1.78992;0.0703372;9.76921;4.52791;6.74496;0.0;0.0;0.0
"Arunachal Pradesh";"Lohit";1;0.0;0.0;0.0;0.37756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.250457;37.5668;7.64445;0.0;0.0;0.0;0.0;0.0;0.0;0.375453;0.0;0.0;0.0;0.208225;0.0465678;3.36774;8.07782;2.91444;0.0;0.0
"Arunachal Pradesh";"Longding";1;0.0;0.0;0.0;0.353475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.598851;11.544;1.44516;0.0;0.0;0.0;0.0;0.0;0.0;0.217689;0.0403076;0.0;0.0;0.00882831;1.48189;1.17278;5.54899;0.0;0.0;0.0
"Arunachal Pradesh";"Lower Dibang Valley";1;0.0;0.0;0.0;5.2352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.635752;28.4024;4.88196;0.0;0.0;0.0;0.0;0.0;0.0;0.248401;0.0296847;0.0;0.00583951;0.218746;0.394439;16.2374;9.10246;2.06928;0.0;0.0
"Arunachal Pradesh";"Lower Siang";1;0.168441;0.0;0.0;0.345031;0.301723;0.0;0.0;0.0;0.0;0.0;0.0;3.36634;10.4547;1.29495;0.0;0.0;0.0;0.0;0.0;0.0;0.0307857;0.0;0.39024;0.462818;0.168441;9.09617;4.06481;7.48633;0.0;0.0;0.0
"Arunachal Pradesh";"Lower Subansiri";1;0.0046391;0.0;0.0;0.0046391;0.0167542;0.0;0.0;0.0;0.0;0.0;0.0;1.83831;4.44365;0.276361;0.0177636;0.0;0.0;0.0;0.0;0.0;0.527579;0.26012;0.0650726;0.670965;0.0046391;6.62556;1.73172;5.72048;0.0;0.0;0.0
"Arunachal Pradesh";"Namsai";1;0.0;0.0;0.0;0.347641;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1159;29.963;6.29708;0.0;0.0;0.0;0.0;0.0;0.0;1.72323;0.0;0.0;0.0;0.892472;0.209181;2.33465;8.1361;1.56232;0.0;0.0
"Arunachal Pradesh";"Pakke Kessang";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.89283;8.4958;0.1693;0.0;0.0;0.0;0.0;0.0;0.0;0.254116;5.51962;2.47084;0.0;0.0;6.25686;4.69937;2.18941;0.0;0.0;0.0
"Arunachal Pradesh";"Papum Pare";1;0.00658943;0.0;0.0;0.00823679;0.018666;0.0;0.0;0.0;0.0;0.0;0.0;3.71176;7.7995;0.0445808;0.00016161;0.0;0.0;0.0;0.0;0.0;0.366791;3.21663;0.807875;0.253714;0.00658943;6.88684;3.02326;4.41875;0.0;0.0;0.0
"Arunachal Pradesh";"Shi Yomi";1;0.0;0.0;0.0;0.576764;0.0;0.0;0.0;0.0;0.0;0.0;12.7078;8.76747;12.6141;13.4241;0.0739572;0.0;0.0;0.0;0.0;0.0;0.0;1.10626;0.0233238;0.602311;7.56181;14.8668;6.38488;11.6543;0.677879;0.0;0.0
"Arunachal Pradesh";"Siang";1;0.0;0.0;0.0;1.17056;0.0;0.0;0.0;0.0;0.0;0.0;3.65844;2.28266;12.8881;7.79176;0.0;0.0;0.0;0.0;0.0;0.0;0.00251351;0.196318;0.0031184;1.64639;1.55459;9.05616;5.30527;7.33232;0.732905;0.0;0.0
"Arunachal Pradesh";"Tawang";1;0.0;0.0;0.0;0.203851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.448767;2.59182;0.292307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.70892;0.289896;0.0;0.0;0.00398434;0.298676;0.0;0.0;0.0;0.0
"Arunachal Pradesh";"Tirap";1;0.0;0.0;0.0;0.358959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.697228;15.9822;2.86182;0.0;0.0;0.0;0.0;0.0;0.0;1.09472;1.2e-06;0.0;0.0;0.518495;0.557469;0.811622;6.24912;0.0;0.0;0.0
"Arunachal Pradesh";"Upper Siang";1;0.0;0.0;0.0;1.78278;0.0;0.0;0.0;0.0;0.0;0.0;7.0466;5.35146;14.8812;8.99339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.571288;0.0;0.413915;4.04217;8.13664;18.3705;10.8041;2.29615;0.0;0.0
"Arunachal Pradesh";"Upper Subansiri";1;0.0232827;0.0;0.0;0.0885537;0.0439253;0.0;0.0;0.0;0.0;0.0;1.29242;1.61594;6.97382;8.3297;0.586017;0.0;0.0;0.0;0.0;0.0;0.270167;0.192116;0.172933;0.658822;0.725354;18.6007;4.17798;5.7733;0.121981;0.0;0.0
"Arunachal Pradesh";"West Kameng";1;0.0;0.0;0.0;0.054681;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.51327;4.8724;0.964407;0.0;0.0;0.0;0.0;0.0;0.0;0.0225665;5.21782;0.70297;0.0;0.0;0.0989716;0.175869;0.0485808;0.0;0.0;0.0
"Arunachal Pradesh";"West Siang";1;0.0135143;0.0;0.0;0.123433;0.0270285;0.0;0.0;0.0;0.0;0.0;0.695469;1.02709;9.77725;4.02104;0.000492404;0.0;0.0;0.0;0.0;0.0;0.0;0.00285174;0.132641;2.92491;0.120287;10.2584;3.54486;5.09351;0.261383;0.0;0.0
"Assam";"Baksa";1;0.0;0.0;0.0;0.0839953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.399334;14.9651;1.52474;0.0;0.0;0.0;0.0;0.0;3.83e-05;0.54374;1.21075;0.037651;0.0;0.0;0.0640617;0.22419;0.0;0.0;0.0;0.0
"Assam";"Barpeta";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.217118;24.3955;0.0916963;0.0;0.0;0.0;0.0;0.0;0.00869131;0.29916;2.95169;0.0;0.0319526;0.0;0.0;0.395847;0.0793681;0.0;0.0;0.0
"Assam";"Biswanath";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.27264;9.32202;0.074522;0.00180731;0.0;0.0;0.0;0.0;0.040328;2.28527;4.05319;0.755001;0.188993;0.0;2.28582;1.6274;4.43321;0.0;0.0;0.0
"Assam";"Bongaigaon";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0230758;16.4433;0.0;0.0;0.0;0.0;0.0;0.0;0.158027;0.057768;0.386833;0.0;0.0;0.0;0.0;0.0427283;0.0;0.0;0.0;0.0
"Assam";"Cachar";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.496664;6.24883;0.0;0.0557155;0.0246711;0.0;0.0;0.0;0.0;7.66864;0.0;0.0;0.127164;0.221125;0.0;7.15127;3.38174;0.0;0.0;0.0
"Assam";"Charaideo";1;0.0;0.0;0.0;0.333461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.01551;13.3311;1.36636;0.0;0.0;0.0;0.0;0.0;0.0;0.516478;0.100947;0.00014968;0.0413068;0.0;2.12682;1.57585;7.84603;0.0;0.0;0.0
"Assam";"Chirang";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.72543;16.5764;0.0;0.0;0.0;0.0;0.0;0.0;0.346438;0.121646;0.689012;0.0;0.0;0.0;0.0;0.780511;0.0;0.0;0.0;0.0
"Assam";"Darrang";1;0.0;0.0;0.0;0.00284722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.21391;10.0317;0.285514;0.0;0.0;0.0;0.0;0.0;0.0;3.89462;1.11324;0.00148357;0.000549305;0.0;0.257421;0.670554;0.419028;0.00109833;0.0;0.0
"Assam";"Dhemaji";1;0.123739;0.0;0.0;0.203182;0.221731;0.0;0.0;0.0;0.0;0.0;0.0;4.5719;12.8;0.172902;0.0;0.0;0.0;0.0;0.0;0.0;0.281689;0.0458253;0.28393;0.0639742;0.127508;5.01059;2.46788;7.48632;0.0;0.0;0.0
"Assam";"Dhubri";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.475608;7.9595;0.0;0.0;0.0;0.0;0.0;0.0;0.0586756;0.17738;0.0613848;0.0;0.0;0.0;0.00568577;0.626514;0.0;0.0;0.0;0.0
"Assam";"Dibrugarh";1;0.0;0.0;0.0;0.237219;0.00666168;0.0;0.0;0.0;0.0;0.0;0.0;2.02016;14.0955;1.20078;0.0;0.0;0.0;0.0;0.0;0.0;0.361607;0.048002;0.0337326;0.0205906;0.0295439;3.35478;2.31974;7.42816;0.0;0.0;0.0
"Assam";"Dima Hasao";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.09783;6.32178;0.352183;0.118817;0.0423913;0.0;0.0;0.0;0.482063;5.26885;0.108316;0.0;0.834735;0.514829;0.0496663;4.31235;2.61043;0.0;0.0;0.0
"Assam";"Goalpara";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.371543;14.1925;0.0;0.0;0.0;0.0;0.0;0.0;0.00777987;0.458394;0.339447;0.0;0.0441235;0.0;0.0362784;0.701313;0.123154;0.0;0.0;0.0
"Assam";"Golaghat";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2439;6.3836;0.947226;0.113392;0.00827799;0.0;0.0;0.0;0.218584;4.69045;1.00986;0.0110446;1.48449;0.223404;0.271386;3.16611;4.6575;0.0;0.0;0.0
"Assam";"Hailakandi";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0939748;4.32157;0.0;0.0;0.0192228;0.0;0.0;0.0;0.0;3.56731;0.0;0.0;0.163489;0.0;0.0;6.44239;7.75265;0.0;0.0;0.0
"Assam";"Hojai";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3278;10.4334;0.598495;0.0051296;0.0;0.0;0.0;0.0;0.881779;3.61573;1.10649;0.0;1.38614;0.0420128;0.359718;3.63436;1.92088;1.47078;0.0;0.0
"Assam";"Jorhat";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.72196;7.49079;0.162899;3.16e-06;0.000588599;0.0;0.0;0.0;0.0412168;3.30273;0.965929;0.0;1.67722;0.203315;0.336705;3.8424;6.31887;0.0;0.0;0.0
"Assam";"Kamrup";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88913;12.6579;0.369598;0.0;0.0;0.0;0.0;0.0;2.72663;3.54152;0.732327;0.0935649;0.260696;0.0251631;0.0479888;2.43908;0.245385;0.0;0.0;0.0
"Assam";"Kamrup Metro";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.79787;14.2572;0.0780218;0.0;0.0;0.0;0.0;0.0;1.41552;10.1423;0.277956;0.0358565;0.209424;0.00230056;0.0;0.768825;0.365424;0.0;0.0;0.0
"Assam";"Karbi Anglong";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.24925;11.8708;1.65029;0.431143;0.0;0.0;0.0;0.0;0.184234;5.61698;1.17546;0.0;0.709351;0.186136;0.542877;3.51857;1.45001;0.239614;0.0;0.0
"Assam";"Karimganj";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23719;5.06355;0.0;0.0;0.02521;0.0;0.0;0.0;0.0;2.26268;0.0;0.0;0.269318;0.0;0.0;6.85242;5.84174;0.0;0.0;0.0
"Assam";"Kokrajhar";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48343;6.54022;0.0;0.0;0.0;0.0;0.0;0.0;0.156436;0.45193;2.44178;0.0;0.0;0.0;0.0;0.243067;0.0;0.0;0.0;0.0
"Assam";"Lakhimpur";1;0.0272889;0.0;0.0;0.0341096;0.0416399;0.0;0.0;0.0;0.0;0.0;0.0;4.25338;7.48524;0.355119;0.0;0.0;0.0;0.0;0.0;0.00644853;1.19073;1.21132;0.0409435;0.29997;0.0272889;3.20948;0.865427;11.1843;0.0;0.0;0.0
"Assam";"Majuli";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.23742;6.91846;0.35298;0.0;0.0;0.0;0.0;0.0;0.075695;1.3726;1.37684;0.0;0.21185;0.0;0.0672496;0.310373;10.9732;0.0;0.0;0.0
"Assam";"Marigaon";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.99268;13.1551;0.770755;0.0;0.0;0.0;0.0;0.0;0.0;5.68805;1.72211;0.0;0.939119;0.0;0.0;0.810687;0.651583;1.63282;0.0;0.0
"Assam";"Nagaon";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.08477;8.32533;2.15047;0.116837;0.0;0.0;0.0;0.0;0.0828759;2.20836;2.91864;0.0111339;2.33716;0.0;0.0513428;2.13032;1.25864;4.41777;0.0;0.0
"Assam";"Nalbari";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.169151;11.3773;1.28973;0.0;0.0;0.0;0.0;0.0;0.0;0.305573;1.8546;0.0;0.0;0.0179302;0.0;0.608739;0.0467704;0.0;0.0;0.0
"Assam";"Sivasagar";1;0.0;0.0;0.0;0.00408857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.96937;8.99528;0.295891;0.0;0.0;0.0;0.0;0.0;0.0;2.31706;0.729508;0.012838;0.343495;0.0;1.40318;1.33084;11.3107;0.0;0.0;0.0
"Assam";"Sonitpur";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.60775;8.45467;0.855887;0.0130638;0.0;0.0;0.0;0.0;0.0;0.678824;7.13985;0.967705;0.258475;0.0;1.54847;2.29088;1.97143;0.480677;0.0;0.0
"Assam";"South Salmara Mancachar";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.704481;10.7666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.763953;0.0;0.0;0.0;0.0;1.47203;2.36176;0.0;0.0;0.0;0.0
"Assam";"Tinsukia";1;0.0;0.0;0.0;1.12009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.47224;19.434;3.03093;0.0;0.0;0.0;0.0;0.0;0.0;1.72848;0.00161158;0.0;0.0;0.799976;1.17965;3.80562;7.77803;0.0645832;0.0;0.0
"Assam";"Udalguri";1;0.0;0.0;0.0;0.161186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.491435;4.81011;0.800924;0.0;0.0;0.0;0.0;0.0;0.0;1.67761;1.92932;0.148417;0.000919041;0.0;0.569121;0.994658;0.397275;0.00183808;0.0;0.0
"Assam";"West Karbi Anglong";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.48202;3.93357;0.392717;0.0;0.0;0.0;0.0;0.0;0.089765;4.18449;0.720311;0.0;1.54505;0.0;8.87e-07;4.22475;1.89061;1.1193;0.0;0.0
"Bihar";"Araria";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.360878;2.28001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00343025;0.170596;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Arwal";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0199406;3.06021;16.7628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.45729;1.03701;3.953;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Aurangabad";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0473811;0.0536077;0.412098;1.78943;1.10812;0.0;0.11688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.92784;0.742361;0.0479525;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Banka";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.127;4.53191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.65764;1.06096;1.81378;0.231596;0.0;0.0;0.0;0.0;0.0
"Bihar";"Begusarai";1;0.0;0.0;0.0;0.0;0.0;0.0;0.287886;0.0;0.0;0.0;0.0;1.8041;8.94839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.149557;0.0;1.84242;8.76e-05;0.0;0.0;0.0;0.0;0.0
"Bihar";"Bhagalpur";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32662;1.79887;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.164297;0.0494889;0.852236;0.233825;0.0;0.0;0.0;0.0;0.0
"Bihar";"Bhojpur";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.159307;1.00098;12.4588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.60068;0.0894955;2.66132;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Buxar";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0271563;1.20497;2.89863;3.2531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.52711;0.0278093;0.577443;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Darbhanga";1;0.0;0.0;0.0;0.0;0.0;0.0;0.119899;0.0;0.0;0.0249036;0.0;0.416383;2.97544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00264053;0.0;0.151613;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Gaya";1;0.0;0.0;0.0;0.0;0.0;0.0;0.00808784;0.0;0.0;0.0165762;0.0378889;5.18269;3.70783;0.0323514;0.00136239;0.0;0.0;0.0;0.0;0.0;0.0617769;0.0;11.2808;6.12867;0.70761;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Gopalganj";1;0.0;0.0;0.0;0.0;0.0;0.0;3.38109;0.0833205;0.0;0.0;0.0;2.11979;6.04474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00957442;0.0;0.00523146;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Jamui";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.889405;7.76804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.61201;4.53056;0.987741;0.0710368;0.0;0.0;0.0;0.0;0.0
"Bihar";"Jehanabad";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0317426;0.0;0.0;0.0;0.0;1.62062;11.1204;0.174515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.86467;0.846568;5.16779;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Kaimur (Bhabua)";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.790774;1.17512;0.281698;1.20435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.42e-05;0.0;9.24322;0.72622;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Bihar";"Katihar";1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.02412;1.48905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021421;0.134133;0.0339684;0.706226;0.0;0.0;0.0;0.0;0.0
